year,state_fips,state_name,state_abbr,population
1900,01,Alabama,AL,1830000
1901,01,Alabama,AL,1907000
1902,01,Alabama,AL,1935000
1903,01,Alabama,AL,1957000
1904,01,Alabama,AL,1978000
1905,01,Alabama,AL,2012000
1906,01,Alabama,AL,2045000
1907,01,Alabama,AL,2058000
1908,01,Alabama,AL,2070000
1909,01,Alabama,AL,2108000
1910,01,Alabama,AL,2150000
1911,01,Alabama,AL,2185000
1912,01,Alabama,AL,2217000
1913,01,Alabama,AL,2279000
1914,01,Alabama,AL,2336000
1915,01,Alabama,AL,2345000
1916,01,Alabama,AL,2359000
1917,01,Alabama,AL,2361000
1918,01,Alabama,AL,2343000
1919,01,Alabama,AL,2337000
1920,01,Alabama,AL,2359000
1921,01,Alabama,AL,2402000
1922,01,Alabama,AL,2434000
1923,01,Alabama,AL,2464000
1924,01,Alabama,AL,2501000
1925,01,Alabama,AL,2534000
1926,01,Alabama,AL,2567000
1927,01,Alabama,AL,2609000
1928,01,Alabama,AL,2640000
1929,01,Alabama,AL,2644000
1930,01,Alabama,AL,2647000
1931,01,Alabama,AL,2649000
1932,01,Alabama,AL,2653000
1933,01,Alabama,AL,2661000
1934,01,Alabama,AL,2685000
1935,01,Alabama,AL,2719000
1936,01,Alabama,AL,2743000
1937,01,Alabama,AL,2762000
1938,01,Alabama,AL,2787000
1939,01,Alabama,AL,2814000
1940,01,Alabama,AL,2845000
1941,01,Alabama,AL,2902000
1942,01,Alabama,AL,2941000
1943,01,Alabama,AL,2902000
1944,01,Alabama,AL,2802000
1945,01,Alabama,AL,2775000
1946,01,Alabama,AL,2911000
1947,01,Alabama,AL,2942000
1948,01,Alabama,AL,2969000
1949,01,Alabama,AL,3000000
1950,01,Alabama,AL,3058000
1951,01,Alabama,AL,3059000
1952,01,Alabama,AL,3068000
1953,01,Alabama,AL,3053000
1954,01,Alabama,AL,3014000
1955,01,Alabama,AL,3050000
1956,01,Alabama,AL,3071000
1957,01,Alabama,AL,3109000
1958,01,Alabama,AL,3163000
1959,01,Alabama,AL,3204000
1960,01,Alabama,AL,3274000
1961,01,Alabama,AL,3316000
1962,01,Alabama,AL,3323000
1963,01,Alabama,AL,3358000
1964,01,Alabama,AL,3395000
1965,01,Alabama,AL,3443000
1966,01,Alabama,AL,3464000
1967,01,Alabama,AL,3458000
1968,01,Alabama,AL,3446000
1969,01,Alabama,AL,3440000
1970,01,Alabama,AL,3454557
1971,01,Alabama,AL,3497349
1972,01,Alabama,AL,3540003
1973,01,Alabama,AL,3580759
1974,01,Alabama,AL,3627778
1975,01,Alabama,AL,3680495
1976,01,Alabama,AL,3737038
1977,01,Alabama,AL,3782571
1978,01,Alabama,AL,3833971
1979,01,Alabama,AL,3869340
1980,01,Alabama,AL,3893888
1981,01,Alabama,AL,3918531
1982,01,Alabama,AL,3925266
1983,01,Alabama,AL,3934102
1984,01,Alabama,AL,3951820
1985,01,Alabama,AL,3972523
1986,01,Alabama,AL,3991569
1987,01,Alabama,AL,4015264
1988,01,Alabama,AL,4023844
1989,01,Alabama,AL,4030222
1990,01,Alabama,AL,4048508
1991,01,Alabama,AL,4091025
1992,01,Alabama,AL,4139269
1993,01,Alabama,AL,4193114
1994,01,Alabama,AL,4232965
1995,01,Alabama,AL,4262731
1996,01,Alabama,AL,4290403
1997,01,Alabama,AL,4320281
1998,01,Alabama,AL,4351037
1999,01,Alabama,AL,4369862
2000,01,Alabama,AL,4452173
2001,01,Alabama,AL,4467634
2002,01,Alabama,AL,4480089
2003,01,Alabama,AL,4503491
2004,01,Alabama,AL,4530729
2005,01,Alabama,AL,4569805
2006,01,Alabama,AL,4628981
2007,01,Alabama,AL,4672840
2008,01,Alabama,AL,4718206
2009,01,Alabama,AL,4757938
2010,01,Alabama,AL,4785514
2011,01,Alabama,AL,4799642
2012,01,Alabama,AL,4816632
2013,01,Alabama,AL,4831586
2014,01,Alabama,AL,4843737
2015,01,Alabama,AL,4854803
2016,01,Alabama,AL,4866824
2017,01,Alabama,AL,4877989
2018,01,Alabama,AL,4891628
2019,01,Alabama,AL,4907965
2020,01,Alabama,AL,5033094
2021,01,Alabama,AL,5049196
2022,01,Alabama,AL,5076181
2023,01,Alabama,AL,5117673
2024,01,Alabama,AL,5157699
1950,02,Alaska,AK,135000
1951,02,Alaska,AK,158000
1952,02,Alaska,AK,189000
1953,02,Alaska,AK,205000
1954,02,Alaska,AK,215000
1955,02,Alaska,AK,222000
1956,02,Alaska,AK,224000
1957,02,Alaska,AK,231000
1958,02,Alaska,AK,224000
1959,02,Alaska,AK,224000
1960,02,Alaska,AK,229000
1961,02,Alaska,AK,238000
1962,02,Alaska,AK,246000
1963,02,Alaska,AK,256000
1964,02,Alaska,AK,263000
1965,02,Alaska,AK,271000
1966,02,Alaska,AK,271000
1967,02,Alaska,AK,278000
1968,02,Alaska,AK,285000
1969,02,Alaska,AK,296000
1970,02,Alaska,AK,305328
1971,02,Alaska,AK,316366
1972,02,Alaska,AK,326431
1973,02,Alaska,AK,333134
1974,02,Alaska,AK,344658
1975,02,Alaska,AK,370866
1976,02,Alaska,AK,392998
1977,02,Alaska,AK,397220
1978,02,Alaska,AK,402051
1979,02,Alaska,AK,403367
1980,02,Alaska,AK,401851
1981,02,Alaska,AK,418491
1982,02,Alaska,AK,449606
1983,02,Alaska,AK,488417
1984,02,Alaska,AK,513702
1985,02,Alaska,AK,532495
1986,02,Alaska,AK,544268
1987,02,Alaska,AK,539309
1988,02,Alaska,AK,541983
1989,02,Alaska,AK,547159
1990,02,Alaska,AK,553120
1991,02,Alaska,AK,569273
1992,02,Alaska,AK,587073
1993,02,Alaska,AK,596993
1994,02,Alaska,AK,600624
1995,02,Alaska,AK,601345
1996,02,Alaska,AK,604918
1997,02,Alaska,AK,608846
1998,02,Alaska,AK,615205
1999,02,Alaska,AK,619500
2000,02,Alaska,AK,627963
2001,02,Alaska,AK,633714
2002,02,Alaska,AK,642337
2003,02,Alaska,AK,648414
2004,02,Alaska,AK,659286
2005,02,Alaska,AK,666946
2006,02,Alaska,AK,675302
2007,02,Alaska,AK,680300
2008,02,Alaska,AK,687455
2009,02,Alaska,AK,698895
2010,02,Alaska,AK,713982
2011,02,Alaska,AK,722349
2012,02,Alaska,AK,730810
2013,02,Alaska,AK,737626
2014,02,Alaska,AK,737075
2015,02,Alaska,AK,738430
2016,02,Alaska,AK,742575
2017,02,Alaska,AK,740983
2018,02,Alaska,AK,736624
2019,02,Alaska,AK,733603
2020,02,Alaska,AK,733017
2021,02,Alaska,AK,734420
2022,02,Alaska,AK,734442
2023,02,Alaska,AK,736510
2024,02,Alaska,AK,740133
1900,04,Arizona,AZ,124000
1901,04,Arizona,AZ,131000
1902,04,Arizona,AZ,138000
1903,04,Arizona,AZ,144000
1904,04,Arizona,AZ,151000
1905,04,Arizona,AZ,158000
1906,04,Arizona,AZ,167000
1907,04,Arizona,AZ,176000
1908,04,Arizona,AZ,186000
1909,04,Arizona,AZ,196000
1910,04,Arizona,AZ,206000
1911,04,Arizona,AZ,212000
1912,04,Arizona,AZ,217000
1913,04,Arizona,AZ,236000
1914,04,Arizona,AZ,253000
1915,04,Arizona,AZ,263000
1916,04,Arizona,AZ,282000
1917,04,Arizona,AZ,311000
1918,04,Arizona,AZ,320000
1919,04,Arizona,AZ,329000
1920,04,Arizona,AZ,340000
1921,04,Arizona,AZ,351000
1922,04,Arizona,AZ,360000
1923,04,Arizona,AZ,371000
1924,04,Arizona,AZ,382000
1925,04,Arizona,AZ,393000
1926,04,Arizona,AZ,403000
1927,04,Arizona,AZ,414000
1928,04,Arizona,AZ,422000
1929,04,Arizona,AZ,430000
1930,04,Arizona,AZ,434000
1931,04,Arizona,AZ,429000
1932,04,Arizona,AZ,426000
1933,04,Arizona,AZ,426000
1934,04,Arizona,AZ,428000
1935,04,Arizona,AZ,434000
1936,04,Arizona,AZ,443000
1937,04,Arizona,AZ,453000
1938,04,Arizona,AZ,466000
1939,04,Arizona,AZ,484000
1940,04,Arizona,AZ,499000
1941,04,Arizona,AZ,490000
1942,04,Arizona,AZ,524000
1943,04,Arizona,AZ,692000
1944,04,Arizona,AZ,610000
1945,04,Arizona,AZ,594000
1946,04,Arizona,AZ,616000
1947,04,Arizona,AZ,653000
1948,04,Arizona,AZ,690000
1949,04,Arizona,AZ,714000
1950,04,Arizona,AZ,756000
1951,04,Arizona,AZ,785000
1952,04,Arizona,AZ,842000
1953,04,Arizona,AZ,894000
1954,04,Arizona,AZ,933000
1955,04,Arizona,AZ,987000
1956,04,Arizona,AZ,1053000
1957,04,Arizona,AZ,1125000
1958,04,Arizona,AZ,1193000
1959,04,Arizona,AZ,1261000
1960,04,Arizona,AZ,1321000
1961,04,Arizona,AZ,1407000
1962,04,Arizona,AZ,1471000
1963,04,Arizona,AZ,1521000
1964,04,Arizona,AZ,1556000
1965,04,Arizona,AZ,1584000
1966,04,Arizona,AZ,1614000
1967,04,Arizona,AZ,1646000
1968,04,Arizona,AZ,1682000
1969,04,Arizona,AZ,1737000
1970,04,Arizona,AZ,1799531
1971,04,Arizona,AZ,1896117
1972,04,Arizona,AZ,2008852
1973,04,Arizona,AZ,2125305
1974,04,Arizona,AZ,2224356
1975,04,Arizona,AZ,2286342
1976,04,Arizona,AZ,2347970
1977,04,Arizona,AZ,2427296
1978,04,Arizona,AZ,2517851
1979,04,Arizona,AZ,2638572
1980,04,Arizona,AZ,2718215
1981,04,Arizona,AZ,2810107
1982,04,Arizona,AZ,2889861
1983,04,Arizona,AZ,2968925
1984,04,Arizona,AZ,3067135
1985,04,Arizona,AZ,3183538
1986,04,Arizona,AZ,3308262
1987,04,Arizona,AZ,3437103
1988,04,Arizona,AZ,3535183
1989,04,Arizona,AZ,3622185
1990,04,Arizona,AZ,3679056
1991,04,Arizona,AZ,3762394
1992,04,Arizona,AZ,3867333
1993,04,Arizona,AZ,3993390
1994,04,Arizona,AZ,4147561
1995,04,Arizona,AZ,4306908
1996,04,Arizona,AZ,4432308
1997,04,Arizona,AZ,4552207
1998,04,Arizona,AZ,4667277
1999,04,Arizona,AZ,4778332
2000,04,Arizona,AZ,5160586
2001,04,Arizona,AZ,5273477
2002,04,Arizona,AZ,5396255
2003,04,Arizona,AZ,5510364
2004,04,Arizona,AZ,5652404
2005,04,Arizona,AZ,5839077
2006,04,Arizona,AZ,6029141
2007,04,Arizona,AZ,6167681
2008,04,Arizona,AZ,6280362
2009,04,Arizona,AZ,6343154
2010,04,Arizona,AZ,6407342
2011,04,Arizona,AZ,6473416
2012,04,Arizona,AZ,6556344
2013,04,Arizona,AZ,6634690
2014,04,Arizona,AZ,6732873
2015,04,Arizona,AZ,6832810
2016,04,Arizona,AZ,6944767
2017,04,Arizona,AZ,7048088
2018,04,Arizona,AZ,7164228
2019,04,Arizona,AZ,7291843
2020,04,Arizona,AZ,7187135
2021,04,Arizona,AZ,7274078
2022,04,Arizona,AZ,7377566
2023,04,Arizona,AZ,7473027
2024,04,Arizona,AZ,7582384
1900,05,Arkansas,AR,1314000
1901,05,Arkansas,AR,1341000
1902,05,Arkansas,AR,1360000
1903,05,Arkansas,AR,1384000
1904,05,Arkansas,AR,1419000
1905,05,Arkansas,AR,1447000
1906,05,Arkansas,AR,1465000
1907,05,Arkansas,AR,1484000
1908,05,Arkansas,AR,1513000
1909,05,Arkansas,AR,1545000
1910,05,Arkansas,AR,1583000
1911,05,Arkansas,AR,1610000
1912,05,Arkansas,AR,1636000
1913,05,Arkansas,AR,1664000
1914,05,Arkansas,AR,1688000
1915,05,Arkansas,AR,1702000
1916,05,Arkansas,AR,1719000
1917,05,Arkansas,AR,1737000
1918,05,Arkansas,AR,1749000
1919,05,Arkansas,AR,1742000
1920,05,Arkansas,AR,1756000
1921,05,Arkansas,AR,1769000
1922,05,Arkansas,AR,1772000
1923,05,Arkansas,AR,1784000
1924,05,Arkansas,AR,1800000
1925,05,Arkansas,AR,1812000
1926,05,Arkansas,AR,1826000
1927,05,Arkansas,AR,1840000
1928,05,Arkansas,AR,1847000
1929,05,Arkansas,AR,1852000
1930,05,Arkansas,AR,1859000
1931,05,Arkansas,AR,1848000
1932,05,Arkansas,AR,1836000
1933,05,Arkansas,AR,1854000
1934,05,Arkansas,AR,1878000
1935,05,Arkansas,AR,1890000
1936,05,Arkansas,AR,1892000
1937,05,Arkansas,AR,1903000
1938,05,Arkansas,AR,1928000
1939,05,Arkansas,AR,1948000
1940,05,Arkansas,AR,1955000
1941,05,Arkansas,AR,1969000
1942,05,Arkansas,AR,1977000
1943,05,Arkansas,AR,1843000
1944,05,Arkansas,AR,1768000
1945,05,Arkansas,AR,1762000
1946,05,Arkansas,AR,1797000
1947,05,Arkansas,AR,1836000
1948,05,Arkansas,AR,1825000
1949,05,Arkansas,AR,1844000
1950,05,Arkansas,AR,1908000
1951,05,Arkansas,AR,1901000
1952,05,Arkansas,AR,1838000
1953,05,Arkansas,AR,1780000
1954,05,Arkansas,AR,1734000
1955,05,Arkansas,AR,1725000
1956,05,Arkansas,AR,1704000
1957,05,Arkansas,AR,1733000
1958,05,Arkansas,AR,1726000
1959,05,Arkansas,AR,1756000
1960,05,Arkansas,AR,1789000
1961,05,Arkansas,AR,1806000
1962,05,Arkansas,AR,1853000
1963,05,Arkansas,AR,1875000
1964,05,Arkansas,AR,1897000
1965,05,Arkansas,AR,1894000
1966,05,Arkansas,AR,1899000
1967,05,Arkansas,AR,1901000
1968,05,Arkansas,AR,1902000
1969,05,Arkansas,AR,1913000
1970,05,Arkansas,AR,1932816
1971,05,Arkansas,AR,1971940
1972,05,Arkansas,AR,2017987
1973,05,Arkansas,AR,2058402
1974,05,Arkansas,AR,2100229
1975,05,Arkansas,AR,2158257
1976,05,Arkansas,AR,2168656
1977,05,Arkansas,AR,2207195
1978,05,Arkansas,AR,2240956
1979,05,Arkansas,AR,2269073
1980,05,Arkansas,AR,2286435
1981,05,Arkansas,AR,2293201
1982,05,Arkansas,AR,2294257
1983,05,Arkansas,AR,2305761
1984,05,Arkansas,AR,2319768
1985,05,Arkansas,AR,2327046
1986,05,Arkansas,AR,2331984
1987,05,Arkansas,AR,2342355
1988,05,Arkansas,AR,2342656
1989,05,Arkansas,AR,2346358
1990,05,Arkansas,AR,2354343
1991,05,Arkansas,AR,2370666
1992,05,Arkansas,AR,2394098
1993,05,Arkansas,AR,2423743
1994,05,Arkansas,AR,2450605
1995,05,Arkansas,AR,2480121
1996,05,Arkansas,AR,2504858
1997,05,Arkansas,AR,2524007
1998,05,Arkansas,AR,2538202
1999,05,Arkansas,AR,2551373
2000,05,Arkansas,AR,2678588
2001,05,Arkansas,AR,2691571
2002,05,Arkansas,AR,2705927
2003,05,Arkansas,AR,2724816
2004,05,Arkansas,AR,2749686
2005,05,Arkansas,AR,2781097
2006,05,Arkansas,AR,2821761
2007,05,Arkansas,AR,2848650
2008,05,Arkansas,AR,2874554
2009,05,Arkansas,AR,2896843
2010,05,Arkansas,AR,2921998
2011,05,Arkansas,AR,2941038
2012,05,Arkansas,AR,2952876
2013,05,Arkansas,AR,2960459
2014,05,Arkansas,AR,2968759
2015,05,Arkansas,AR,2979732
2016,05,Arkansas,AR,2991815
2017,05,Arkansas,AR,3003855
2018,05,Arkansas,AR,3012161
2019,05,Arkansas,AR,3020985
2020,05,Arkansas,AR,3014546
2021,05,Arkansas,AR,3026870
2022,05,Arkansas,AR,3047704
2023,05,Arkansas,AR,3069463
2024,05,Arkansas,AR,3088354
1900,06,California,CA,1490000
1901,06,California,CA,1550000
1902,06,California,CA,1623000
1903,06,California,CA,1702000
1904,06,California,CA,1792000
1905,06,California,CA,1893000
1906,06,California,CA,1976000
1907,06,California,CA,2054000
1908,06,California,CA,2161000
1909,06,California,CA,2282000
1910,06,California,CA,2406000
1911,06,California,CA,2534000
1912,06,California,CA,2668000
1913,06,California,CA,2811000
1914,06,California,CA,2934000
1915,06,California,CA,3008000
1916,06,California,CA,3071000
1917,06,California,CA,3171000
1918,06,California,CA,3262000
1919,06,California,CA,3339000
1920,06,California,CA,3554000
1921,06,California,CA,3795000
1922,06,California,CA,3991000
1923,06,California,CA,4270000
1924,06,California,CA,4541000
1925,06,California,CA,4730000
1926,06,California,CA,4929000
1927,06,California,CA,5147000
1928,06,California,CA,5344000
1929,06,California,CA,5531000
1930,06,California,CA,5711000
1931,06,California,CA,5824000
1932,06,California,CA,5894000
1933,06,California,CA,5963000
1934,06,California,CA,6060000
1935,06,California,CA,6175000
1936,06,California,CA,6341000
1937,06,California,CA,6528000
1938,06,California,CA,6656000
1939,06,California,CA,6785000
1940,06,California,CA,6950000
1941,06,California,CA,7237000
1942,06,California,CA,7735000
1943,06,California,CA,8506000
1944,06,California,CA,8945000
1945,06,California,CA,9344000
1946,06,California,CA,9559000
1947,06,California,CA,9832000
1948,06,California,CA,10064000
1949,06,California,CA,10337000
1950,06,California,CA,10677000
1951,06,California,CA,11134000
1952,06,California,CA,11635000
1953,06,California,CA,12251000
1954,06,California,CA,12746000
1955,06,California,CA,13133000
1956,06,California,CA,13713000
1957,06,California,CA,14264000
1958,06,California,CA,14880000
1959,06,California,CA,15467000
1960,06,California,CA,15870000
1961,06,California,CA,16497000
1962,06,California,CA,17072000
1963,06,California,CA,17668000
1964,06,California,CA,18151000
1965,06,California,CA,18585000
1966,06,California,CA,18858000
1967,06,California,CA,19176000
1968,06,California,CA,19394000
1969,06,California,CA,19711000
1970,06,California,CA,20045806
1971,06,California,CA,20345724
1972,06,California,CA,20584918
1973,06,California,CA,20867894
1974,06,California,CA,21172684
1975,06,California,CA,21536811
1976,06,California,CA,21934604
1977,06,California,CA,22350332
1978,06,California,CA,22839038
1979,06,California,CA,23255178
1980,06,California,CA,23667902
1981,06,California,CA,24285933
1982,06,California,CA,24820009
1983,06,California,CA,25360026
1984,06,California,CA,25844393
1985,06,California,CA,26441109
1986,06,California,CA,27102237
1987,06,California,CA,27777158
1988,06,California,CA,28464249
1989,06,California,CA,29218164
1990,06,California,CA,29950111
1991,06,California,CA,30414114
1992,06,California,CA,30875920
1993,06,California,CA,31147208
1994,06,California,CA,31317179
1995,06,California,CA,31493525
1996,06,California,CA,31780829
1997,06,California,CA,32217708
1998,06,California,CA,32682794
1999,06,California,CA,33145121
2000,06,California,CA,33987977
2001,06,California,CA,34479458
2002,06,California,CA,34871843
2003,06,California,CA,35253159
2004,06,California,CA,35574576
2005,06,California,CA,35827943
2006,06,California,CA,36021202
2007,06,California,CA,36250311
2008,06,California,CA,36604337
2009,06,California,CA,36961229
2010,06,California,CA,37319550
2011,06,California,CA,37636311
2012,06,California,CA,37944551
2013,06,California,CA,38253768
2014,06,California,CA,38586706
2015,06,California,CA,38904296
2016,06,California,CA,39149186
2017,06,California,CA,39337785
2018,06,California,CA,39437463
2019,06,California,CA,39437610
2020,06,California,CA,39521958
2021,06,California,CA,39142565
2022,06,California,CA,39142414
2023,06,California,CA,39198693
2024,06,California,CA,39431263
1900,08,Colorado,CO,543000
1901,08,Colorado,CO,581000
1902,08,Colorado,CO,621000
1903,08,Colorado,CO,652000
1904,08,Colorado,CO,659000
1905,08,Colorado,CO,680000
1906,08,Colorado,CO,707000
1907,08,Colorado,CO,733000
1908,08,Colorado,CO,757000
1909,08,Colorado,CO,775000
1910,08,Colorado,CO,804000
1911,08,Colorado,CO,821000
1912,08,Colorado,CO,832000
1913,08,Colorado,CO,835000
1914,08,Colorado,CO,846000
1915,08,Colorado,CO,868000
1916,08,Colorado,CO,892000
1917,08,Colorado,CO,910000
1918,08,Colorado,CO,906000
1919,08,Colorado,CO,938000
1920,08,Colorado,CO,937000
1921,08,Colorado,CO,961000
1922,08,Colorado,CO,965000
1923,08,Colorado,CO,984000
1924,08,Colorado,CO,1014000
1925,08,Colorado,CO,1019000
1926,08,Colorado,CO,1016000
1927,08,Colorado,CO,1028000
1928,08,Colorado,CO,1014000
1929,08,Colorado,CO,1008000
1930,08,Colorado,CO,1040000
1931,08,Colorado,CO,1056000
1932,08,Colorado,CO,1066000
1933,08,Colorado,CO,1071000
1934,08,Colorado,CO,1075000
1935,08,Colorado,CO,1078000
1936,08,Colorado,CO,1090000
1937,08,Colorado,CO,1104000
1938,08,Colorado,CO,1112000
1939,08,Colorado,CO,1120000
1940,08,Colorado,CO,1130000
1941,08,Colorado,CO,1124000
1942,08,Colorado,CO,1113000
1943,08,Colorado,CO,1153000
1944,08,Colorado,CO,1137000
1945,08,Colorado,CO,1116000
1946,08,Colorado,CO,1203000
1947,08,Colorado,CO,1237000
1948,08,Colorado,CO,1263000
1949,08,Colorado,CO,1295000
1950,08,Colorado,CO,1325000
1951,08,Colorado,CO,1326000
1952,08,Colorado,CO,1365000
1953,08,Colorado,CO,1431000
1954,08,Colorado,CO,1493000
1955,08,Colorado,CO,1546000
1956,08,Colorado,CO,1625000
1957,08,Colorado,CO,1664000
1958,08,Colorado,CO,1667000
1959,08,Colorado,CO,1710000
1960,08,Colorado,CO,1769000
1961,08,Colorado,CO,1844000
1962,08,Colorado,CO,1899000
1963,08,Colorado,CO,1936000
1964,08,Colorado,CO,1970000
1965,08,Colorado,CO,1985000
1966,08,Colorado,CO,2007000
1967,08,Colorado,CO,2053000
1968,08,Colorado,CO,2120000
1969,08,Colorado,CO,2166000
1970,08,Colorado,CO,2228340
1971,08,Colorado,CO,2303608
1972,08,Colorado,CO,2404715
1973,08,Colorado,CO,2495942
1974,08,Colorado,CO,2541424
1975,08,Colorado,CO,2586243
1976,08,Colorado,CO,2632370
1977,08,Colorado,CO,2696179
1978,08,Colorado,CO,2766843
1979,08,Colorado,CO,2849298
1980,08,Colorado,CO,2889964
1981,08,Colorado,CO,2977898
1982,08,Colorado,CO,3061564
1983,08,Colorado,CO,3133630
1984,08,Colorado,CO,3169992
1985,08,Colorado,CO,3208723
1986,08,Colorado,CO,3237450
1987,08,Colorado,CO,3260480
1988,08,Colorado,CO,3262281
1989,08,Colorado,CO,3275818
1990,08,Colorado,CO,3303862
1991,08,Colorado,CO,3367567
1992,08,Colorado,CO,3459995
1993,08,Colorado,CO,3560884
1994,08,Colorado,CO,3653910
1995,08,Colorado,CO,3738061
1996,08,Colorado,CO,3812716
1997,08,Colorado,CO,3891293
1998,08,Colorado,CO,3968967
1999,08,Colorado,CO,4056133
2000,08,Colorado,CO,4326921
2001,08,Colorado,CO,4425687
2002,08,Colorado,CO,4490406
2003,08,Colorado,CO,4528732
2004,08,Colorado,CO,4575013
2005,08,Colorado,CO,4631888
2006,08,Colorado,CO,4720423
2007,08,Colorado,CO,4803868
2008,08,Colorado,CO,4889730
2009,08,Colorado,CO,4972195
2010,08,Colorado,CO,5047539
2011,08,Colorado,CO,5121900
2012,08,Colorado,CO,5193660
2013,08,Colorado,CO,5270774
2014,08,Colorado,CO,5352637
2015,08,Colorado,CO,5454328
2016,08,Colorado,CO,5543844
2017,08,Colorado,CO,5617421
2018,08,Colorado,CO,5697155
2019,08,Colorado,CO,5758486
2020,08,Colorado,CO,5787129
2021,08,Colorado,CO,5814036
2022,08,Colorado,CO,5850935
2023,08,Colorado,CO,5901339
2024,08,Colorado,CO,5957493
1900,09,Connecticut,CT,910000
1901,09,Connecticut,CT,931000
1902,09,Connecticut,CT,952000
1903,09,Connecticut,CT,972000
1904,09,Connecticut,CT,987000
1905,09,Connecticut,CT,1010000
1906,09,Connecticut,CT,1033000
1907,09,Connecticut,CT,1057000
1908,09,Connecticut,CT,1077000
1909,09,Connecticut,CT,1097000
1910,09,Connecticut,CT,1122000
1911,09,Connecticut,CT,1149000
1912,09,Connecticut,CT,1176000
1913,09,Connecticut,CT,1208000
1914,09,Connecticut,CT,1233000
1915,09,Connecticut,CT,1258000
1916,09,Connecticut,CT,1294000
1917,09,Connecticut,CT,1327000
1918,09,Connecticut,CT,1329000
1919,09,Connecticut,CT,1359000
1920,09,Connecticut,CT,1391000
1921,09,Connecticut,CT,1415000
1922,09,Connecticut,CT,1431000
1923,09,Connecticut,CT,1455000
1924,09,Connecticut,CT,1481000
1925,09,Connecticut,CT,1506000
1926,09,Connecticut,CT,1531000
1927,09,Connecticut,CT,1557000
1928,09,Connecticut,CT,1577000
1929,09,Connecticut,CT,1594000
1930,09,Connecticut,CT,1613000
1931,09,Connecticut,CT,1628000
1932,09,Connecticut,CT,1637000
1933,09,Connecticut,CT,1642000
1934,09,Connecticut,CT,1650000
1935,09,Connecticut,CT,1666000
1936,09,Connecticut,CT,1672000
1937,09,Connecticut,CT,1678000
1938,09,Connecticut,CT,1684000
1939,09,Connecticut,CT,1696000
1940,09,Connecticut,CT,1708000
1941,09,Connecticut,CT,1746000
1942,09,Connecticut,CT,1792000
1943,09,Connecticut,CT,1792000
1944,09,Connecticut,CT,1778000
1945,09,Connecticut,CT,1769000
1946,09,Connecticut,CT,1906000
1947,09,Connecticut,CT,1967000
1948,09,Connecticut,CT,2014000
1949,09,Connecticut,CT,2032000
1950,09,Connecticut,CT,2016000
1951,09,Connecticut,CT,2028000
1952,09,Connecticut,CT,2081000
1953,09,Connecticut,CT,2168000
1954,09,Connecticut,CT,2249000
1955,09,Connecticut,CT,2300000
1956,09,Connecticut,CT,2316000
1957,09,Connecticut,CT,2359000
1958,09,Connecticut,CT,2446000
1959,09,Connecticut,CT,2523000
1960,09,Connecticut,CT,2544000
1961,09,Connecticut,CT,2586000
1962,09,Connecticut,CT,2647000
1963,09,Connecticut,CT,2727000
1964,09,Connecticut,CT,2798000
1965,09,Connecticut,CT,2857000
1966,09,Connecticut,CT,2903000
1967,09,Connecticut,CT,2935000
1968,09,Connecticut,CT,2964000
1969,09,Connecticut,CT,3000000
1970,09,Connecticut,CT,3038035
1971,09,Connecticut,CT,3061455
1972,09,Connecticut,CT,3069631
1973,09,Connecticut,CT,3069158
1974,09,Connecticut,CT,3075790
1975,09,Connecticut,CT,3084745
1976,09,Connecticut,CT,3085999
1977,09,Connecticut,CT,3088745
1978,09,Connecticut,CT,3094869
1979,09,Connecticut,CT,3099931
1980,09,Connecticut,CT,3107576
1981,09,Connecticut,CT,3128836
1982,09,Connecticut,CT,3139013
1983,09,Connecticut,CT,3162354
1984,09,Connecticut,CT,3180014
1985,09,Connecticut,CT,3201131
1986,09,Connecticut,CT,3223740
1987,09,Connecticut,CT,3247291
1988,09,Connecticut,CT,3271953
1989,09,Connecticut,CT,3283403
1990,09,Connecticut,CT,3289056
1991,09,Connecticut,CT,3288640
1992,09,Connecticut,CT,3274997
1993,09,Connecticut,CT,3272325
1994,09,Connecticut,CT,3268346
1995,09,Connecticut,CT,3265293
1996,09,Connecticut,CT,3267030
1997,09,Connecticut,CT,3268514
1998,09,Connecticut,CT,3272563
1999,09,Connecticut,CT,3282031
2000,09,Connecticut,CT,3411777
2001,09,Connecticut,CT,3432835
2002,09,Connecticut,CT,3458749
2003,09,Connecticut,CT,3484336
2004,09,Connecticut,CT,3496094
2005,09,Connecticut,CT,3506956
2006,09,Connecticut,CT,3517460
2007,09,Connecticut,CT,3527270
2008,09,Connecticut,CT,3545579
2009,09,Connecticut,CT,3561807
2010,09,Connecticut,CT,3579173
2011,09,Connecticut,CT,3588632
2012,09,Connecticut,CT,3595211
2013,09,Connecticut,CT,3595792
2014,09,Connecticut,CT,3595697
2015,09,Connecticut,CT,3588561
2016,09,Connecticut,CT,3579830
2017,09,Connecticut,CT,3575324
2018,09,Connecticut,CT,3574561
2019,09,Connecticut,CT,3566022
2020,09,Connecticut,CT,3579918
2021,09,Connecticut,CT,3606607
2022,09,Connecticut,CT,3617925
2023,09,Connecticut,CT,3643023
2024,09,Connecticut,CT,3675069
1900,10,Delaware,DE,185000
1901,10,Delaware,DE,187000
1902,10,Delaware,DE,188000
1903,10,Delaware,DE,190000
1904,10,Delaware,DE,192000
1905,10,Delaware,DE,194000
1906,10,Delaware,DE,196000
